Smiles,Standard Value
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)F)ncc2SC)c1,2.8
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2SC)c1,0.7
C=CC(=O)N1CCC[C@@H]1COc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)nc2[nH]cc(-c3cncc(NC)n3)c12,150
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4ccnc(NC)c4)c23)CC1,38
CN(C)CCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,3.1
C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)CC1,1.3
C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,239
C=CS(=O)(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,2459
C=CC(=O)Nc1cccc(-c2c(Cl)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,81
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,1.15
CCN(CC)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,131
CCC/C=C\C(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8
CCC/C=C\C(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,37
C=C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.2
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,29.1
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(C)cc1N(C)CCN(C)C,2.7
COc1cc(NC(=O)CCCCCCCCCCC(=O)NO)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,5700
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,78
COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,194
COc1ccc(-c2c3c4cc(O)c(OCCCN(C)C)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,24.7
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0.4
C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(N)=O,4.1
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(N)=O,0.7
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCSC,1.4
C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(N)=O,0.7
CCS(=O)(=O)NNC(=O)CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2,146.9
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,10
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,34
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(F)cc2)nn1,6
C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,5.29
CC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12,3260
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Br)cc1,20610
Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nccn2cn1,1.11
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C/[C@@H]1CCCN1C,32.14
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2c1,110.32
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,30
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)C=C)cc23)c1,32.2
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccc(F)cc2)c(-c2cn(C)c3ccccc23)n1,0.15
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CC,589
Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1ccn2cnnc2c1,22.75
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,6
CCOc1cc2[nH]cc(C#N)c(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1C[C@H](O)CN1C,59
C=CC(=O)Nc1ccc2ncnc(Nc3ccc4[nH]ccc4c3)c2c1,13.7
CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,390
CS(=O)(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,59.9
CC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,11.4
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,457.7
COc1cc(N2CCC(N3CC[C@@H](N(C)C)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,0.13
C=C(Cl)C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,96.3
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,0.078
CCOC(=O)/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,779
C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)c1,34.16
CS(=O)(=O)CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)co1,4
O=CN/C=C/c1ccc(O)c(O)c1,7000
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,177
C/C=C/C(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12,19
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1000
N#CC(C#N)=Cc1ccc(O)c(O)c1,40000
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,10
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,5220354.55
COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,790678.63
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,1
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccc(NC(=O)c4c(F)ccc(O)c4CN4C(=O)c5ccccc5C4=O)c3)ccn2)c1,47
COc1cc(N2CCC3(CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,35
CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@H](F)C4)n3)ncc12,50
CC(C)c1cnc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,0.3
CC(C)c1cnc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,0.2
CC(=O)N1CCc2ccc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3Br)cc21,5700
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N1CCN(C)CC1,233.8
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,40
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCO)CC3)c2)n1,2388
CCN(CC)CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,818
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCC3)c2)n1,427
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCCC3)c2)n1,4527
CCOC(=O)N1CCN(CCC(=O)Nc2cccc(Oc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2)CC1,2385
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1,4706
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1,200
CC(C)n1c(Nc2ccc(C(=O)Nc3cccc(F)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,87
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,1
CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,54
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc2[nH]ccc2c1,820000
COc1cc(/C=C2\CN(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=NO)c(Br)c(OC)c1OC,70
C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc(OCc4ccccc4)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,2.42
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,44
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,89.13
COc1cc2ncc(C#N)c(Nc3cccc(N=[N+]=[N-])c3)c2cc1OC,2187.76
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(NC)nc32)c1,929
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,6.56
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4C)nc32)c1,1.21
CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,1260
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,200
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC)c23)c1,237
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)c1,39
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCC4)c23)c1,617
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1OC1CCN(C)CC1,340
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N(C)CCN(C)C,32
CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCO)c23)c1,304
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCOCC4)cc3)oc3ncnc(NC4CCCC4)c23)c1,14
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,2
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5600
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,10000
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,6900
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6150
CCN(CC)CCOc1cc2ncnc(Nc3ccc(C)c(Br)c3)c2cc1OC,9450
CCN(CC)CCOc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC,9100
COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,5700
COc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,4
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,2815
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,2.4
C=CC(=O)N1CCC([C@@H]2CCNC3C(C(N)=O)C(c4ccc(Oc5ccccc5)cc4)=NN32)CC1,21
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/c1cccnc1,597
C=CC(=O)Nc1cc2c(cc1OCCNC(=O)CN(C)C)NCN=C2Nc1ccc(Br)cc1F,11
O=C(COc1ccc(F)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.43
O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)[C@@H]1O[C@H]1CN1CCCCC1,1.24
O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,11
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,614
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2C1=O,5
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C1=O,5
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(N4CCN(C)CC4)c3)c(C(N)=O)nc2CC)c1,1.2
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,218.3
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCCCC)c23)c1,9.4
CCC(=O)N[C@H]1CC[C@H](n2c(=O)c(-c3ccccc3Cl)cc3ccc(Nc4ccc(N5CCN(C)CC5)c(C)c4)cc32)CC1,38.1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,287
CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21,1623
CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21,5420
N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,630
CN(C)CCn1ccc2cc(Nc3nccc(-n4ccnc4-c4ccc(F)cc4)n3)ccc21,17
Oc1ccc(CN(Cc2cccc(Cl)c2O)C(=S)Nc2ccccc2)cc1,80
O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)c1cccc2c1OCCO2,1630
Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,570
C=CC(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC,0.54
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(Cl)c3)ncc2Cl)c2ccccc21,14.4
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,6.2
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)cc4OC)nc32)c1,5.17
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC(C)C)nc32)c1,36.3
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.21
Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c12,680
CN(C)CCn1ccc2cc(Nc3nccc(-c4sc(NS(C)(=O)=O)nc4-c4ccc(F)cc4)n3)ccc21,2.5
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN(C)C)c4)n3)s2)CC1,33
COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccnc(Cl)c2)cc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,42
COc1cc2ncnc3c2cc1OCCOCCOCCOc1cc(Cl)ccc1N3,326
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,45
COc1ccc(-n2cc(NC(=O)c3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3)cn2)cc1,16180
O=C(Nc1cnn(-c2ccccc2)c1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,25410
COc1cccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)cn2)c1,22850
Cc1ccc(-n2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)cn2)cc1,9570
CN(C)CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,48
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,76
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,21
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,7
CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)NC1CCOCC1,14
COc1cccc(/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,6020
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,30
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,2397
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,33.03
COc1cc2ncc(C#N)c(Nc3ccc(C)cc3)c2cc1OC,2754.23
C#Cc1cccc(Nc2cccc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,2.4
Cc1ccc(CN(C)c2ncnc3[nH]c(-c4ccc(CO)cc4)cc23)cc1,50
N#Cc1cnc2sc3c(c2c1Nc1ccc(Cl)c(Cl)c1)CCN(C(=O)/C=C/CN1CCCOCC1)C3,4.3
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,9.1
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,21.5
C=CC(=O)Nc1cc(Nc2nccc(Nc3cnn(CC)c3)n2)c(OC)cc1N(C)CCN(C)C,8.023
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,900000
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,3099
CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1000
CC(C)C(CO)Nc1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C(C)C)c2n1,78
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,17
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,4300
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,230
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Cl)c1,20
C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,2
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,38.3
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,90
CCOc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OC(C)Cn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,26977.39
C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1,138
COc1ccc(-c2cc(=O)cc(-c3ccc(OC)cc3)o2)cc1,0.15
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(OC)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,50.02
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,14.08
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,0.9
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)n3)s2)CC1,67
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(F)(F)F,23
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NCCC,26
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCN(C)C(C)=O,59
C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3Cl)ncnc2cc1OCCNC(C)=O,42
C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=S)NCC,68
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,4
C[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,4.6
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1,46
O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,10
O=C1Nc2ccccc2/C1=C/c1ccc(-c2cccs2)s1,10100
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,7500
O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,260
O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1Cl,1.097
CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,34
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCN(C)C,5500
COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5Cl)nn4)cc3F)ccnc2cc1OCCCN1CCCCC1,529.4
CC1(C)c2cc(C3CCN(CC4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,350
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,44
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCN2CCOCC2)nn1,4
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,14
Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,0.1738
C=C1CC(c2ccccc2)(C(Br)c2ccccc2)OC1=O,14000
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,6.5
C#Cc1cccc(Nc2ncnc3ccc(NC(C)=O)cc23)c1,2.04
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCCN5CCOCC5)cc34)cc2Cl)c1,1.5
C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)c1,16.7
CCOC(C)Oc1cc2ncnc(Nc3ccc(C)c([N+](=O)[O-])c3)c2c2c1OCCO2,363.3
Cc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1C#N,416.1
CC(C)Oc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2,313.6
CC(C)Oc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2,102.6
C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,27.3
C#Cc1cccc(Nc2ncnc3cc(OC)c4c(c23)OCCO4)c1,10.9
CCOc1cc2ncnc(Nc3ccc(C)cc3)c2c2c1OCCO2,123.5
COCCOc1cc2ncnc(Nc3cccc(OC)c3)c2c2c1OCCO2,109.1
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,21
CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,2280
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,2310
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)c(O)c1,300
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,500
COC(=O)CCc1nc2ccc(Br)cc2[nH]c1=O,75.42
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)/C=C/CC,36
