Smiles,Standard Value
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,2
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CCC[C@@H]1C,26
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,8
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,53
CCC(=O)Nc1cc(Nc2n[nH]c3ccccc23)ccc1N(C)CCN(C)C,9726
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,1.06
O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCCN2CCOCC2)CO1,4.54
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,0.31
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,53.16
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,126.3
Cc1cc(C(=O)Nc2nc3cccc(C)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,2.11
c1ccc(Cc2nc3cc(Nc4ncnc5nn6ccccc6c45)ccc3[nH]2)cc1,5011.87
C=C(C)C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.585
C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.5012
O=C(O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.3715
CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,220
COc1cc2c(Nc3ccc(NC(=O)c4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,150
CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,9
CCC(=O)Nc1cc2c(Nc3ccc(Oc4cccc(F)c4)cc3)ncnc2cc1OC,881
c1coc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,100000
c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)nc1,73451.39
Clc1ccc(-c2nnc(Cc3nc4ccc(Cl)cc4[nH]3)o2)c(Cl)c1,45081.67
COc1ccc(N(C)c2nc(N)nc3c(Cc4ccccc4)c[nH]c23)cc1,1.1
O=C(O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,30
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,9.6
CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)ncnc2cc1OC,127
CCC(=O)Nc1cc2c(NCc3ccccc3)ncnc2cc1OC,136
CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)ncnc2cc1OC,65
CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)c(F)c3)ncnc2cc1OC,593
COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,7
COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCCCC1,132
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,23
CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,82
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,57
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)C1=CCCC1,26
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,2
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,3
COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,3.8
C=CC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1,1100
CCC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,2100
C=CC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1,100
CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,700
Brc1cccc(Nc2ncnc3ccccc23)c1,27
CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,70
O=C(Nc1ccccc1)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,95000
C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,6.02
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,1.1
Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,4.7
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NCC(O)CO,180000
Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,238
N#CC(C#N)=NNc1ccc(O)cc1,225000
N#CC(C#N)=Cc1ccc(C=O)cc1,60000
Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,220
OC[C@@H](Nc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1,9
COc1c(CO)cccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,1.5
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,2300
NC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,9
N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,3050
CCNC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,29
CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,3
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,790
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(S(N)(=O)=O)cc3)c2c1,76500
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)c(C)c3)c2c1,2300
O=C(Nc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1)Nc1ccc(F)c(Cl)c1,3315
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(CC)CC)CC4)cc3OC)n2)c1,36
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,15
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C4CCN(C)CC4)cc3)n2)c1,510
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(C)C)cc3)n2)c1,170
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(CCF)CC4)cc3OC)n2)c1,511
COc1cc2c(cc1OC)Nc1ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c1NC2,267.6
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,2000
Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,150
CCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,520
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,48.9
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,59
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,1
CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,4
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)CC1,41
O=C(NCCCl)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,22
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,200
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,65
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Br)c1,200
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,81
COC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,460
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,25
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,5.5
O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1c2c2cccc(O)c2n1C1OC(CO)C(O)C(O)C1O,90000
CCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,2140
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,1.6
CCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5330
CCOc1cc2ncnc(Nc3cccc(-c4ccco4)c3)c2cc1OCC,3
N#C/C(=C\c1cc(O)c(O)c(Br)c1)S(=O)(=O)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,1400
O=[N+]([O-])c1cccc2ncnc(Nc3cccc(Br)c3)c12,355
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,0.75
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,364.2
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1,2
COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,170
Clc1ccc(C2CC(c3ccc4c(c3)OCCO4)=NN2c2ccccc2)cc1Cl,192000
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O,390
COc1ccc(-c2cc3c(N[C@H](C)c4cccc(F)c4)ncnc3o2)cc1,24
COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2o1,4
C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1,217
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4CCC[C@H]4O)c23)ccc1N(C)CCN(C)C,15
COc1cc(OC2CCOC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,187
CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,50
C=CC(=O)Nc1cc(Nc2n[nH]c3ccccc23)c(OC)cc1N(C)CCN(C)C,462
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,6
COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC.Cl,350
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(Cl)c3)ncc2Cl)c1,53
COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,6
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,9
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C,450
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,30
CN1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,170
COC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,1000
OCCNCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,45
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,14
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,400
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,167
O=C(CC1C(S)=Nc2ccccc21)NCc1ccccc1,100000
Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c1-2,160
CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,28000
CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,223
COc1ccc(-c2c3c4cc(OC)c(OC)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,259
Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c2ccccc21,43000
COc1ccccc1-c1cc2c(NCc3ccccc3)ncnc2s1,17
COc1cccc(-c2cn(C3CCNC3)c3ncnc(N)c23)c1,1120
COc1ccc(-c2c3c4cc(OC)c(OCCCN(C)C)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,5.7
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1,1530
Fc1ccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)cc1Cl,20.5
C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1,23.7
CC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,82.5
C#Cc1cccc(Nc2ncnc3cc(OCC)c4c(c23)OCCO4)c1,9.2
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,6.9
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCCC1,80
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,5.6
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc5ccccc5c4)ccc23)c(OC)cc1N(C)CCN(C)C,25
Cc1cc(C=C(C#N)C#N)cc(O)c1O,62000
C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,1.1
CCCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,59000
Cc1cccc(Nc2cc(NCCO)ncn2)c1,1
C[C@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1.Cl,419
c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,7100
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CC3)c2)n1,83
Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,5
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C(C)=O,188.2
C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2F)c(OC)cc1N(C)CCN(C)C,94.8
C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,71000
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,388
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,19
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,140
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CN(C)C)CC1,10000000
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H]2CCCCN2)CC1,220000
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4cncn4)cc3)ncc2Cl)c1,103.4
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Br)c1,20
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)CC3)c2)n1,201
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCO)CC3)c2)n1,5866
CCN(CC)CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,181
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCCC3)c2)n1,2177
O=C(/C=C/c1cccc2ccccc12)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,2810
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,190
C=CC(=O)N[C@@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,409
C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,22310
COc1ccc(-c2cc3c(NCc4ccccc4)ncnc3o2)cc1,74
Fc1cccc(COc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OCCCN5CCOCC5)cc34)cc2Cl)c1,322.5
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN(C)C,2
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,2
C=CC(=O)NCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,2200
C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,509
C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,1.6
O=c1[nH]c(Cc2ccccc2)cn2c1cc1cc(Cl)ccc12,2400
CC(C)(C)c1cc(NC(=O)CCl)no1,124
Cc1cc(NC2=NC(=O)/C(=C\c3c4ccccc4cc4ccccc34)S2)no1,54
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,2.7
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,0.78
Cc1cccc(Nc2ncnc3cnc(N(C)C)cc23)c1,2.8
COc1ccc(C(=O)Nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2)cc1,1110
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1,59.8
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,3.77
CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,11
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],0.89
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],0.66
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,0.56
Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,49000
C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,121
CC(C)Oc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2,1303.2
Cc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1[N+](=O)[O-],184.5
O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,62
C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4ccc(N5CCN(C)CC5)cc4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,8
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,3000
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,500
CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,20000
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CNCCOC6)c45)ccc32)c1,210
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6COCCN6)c45)ccc32)c1,640
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,1
C=CC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,2400
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(N)cc3)n2)n[nH]1,1400
Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCN4CCOCC4)cc23)cc1Cl,150
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,296
C#Cc1cccc(Nc2ncnc3ccc(NC(C)=O)cc23)c1,68
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCNCC1,21
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,44
CN(C)C/C=C/C(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,364
Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1,19
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccnc5)c4)c23)CC1,190
O=C(CO)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,110
CC(=O)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,380
OCCNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,48
N[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,50
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,33
C#Cc1cccc(Nc2ncnc3ccc(NC(N)=O)cc23)c1,2.22
O=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,269
CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0.16
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,0.2
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,216.2
COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,15
CN(CC(O)CO)c1c(Br)cccc1Nc1ncnc2ccncc12,3.236
Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,44.67
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.762
O=S(=O)(Nc1nccs1)c1ccc(NC(=S)Nc2ccc3c(c2)OCO3)cc1,1623
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,3.2
CN1CCN(c2ccc(Nc3cc4c(N[C@@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,4.5
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,21
O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,77
O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCCCC5)c(Cl)c4)c3cc21,184
CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC.Cl,9.31
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO,34.8
C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2OC)c(OC)cc1N(C)CCN(C)C,212.5
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO,192.3
C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C,123.4
COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCC1,34
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.2
Cc1cc(Oc2ncnc3sc4c(c23)CCCC4)ccc1NC(=O)Nc1cccc(Br)c1,3290
OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,135
S=C(NNc1nncc2ccccc12)Nc1ccccc1,65
O=S(=O)(Nc1ccccn1)c1ccc(Nc2nncc3ccccc23)cc1,84
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,5.3
OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,227
COCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)/C=C/CN(C)C,3
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1.2
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN(C)C4CC4)cc23)c1,2.4
